# Field minima and maxima
# Time        	field         	min           	location(min) 	processor     	max           	location(max) 	processor     
2.05          	p             	-2.204097e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296569e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.06          	U             	(5.620447e-01 -9.280769e-01 -1.914250e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521835e+00 8.482331e-01 6.182114e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.06          	p             	-2.144444e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295340e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.07          	U             	(5.667024e-01 -9.245733e-01 -1.942873e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539814e+00 8.587019e-01 6.374781e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.07          	p             	-2.111921e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297399e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.08          	U             	(5.655867e-01 -9.300075e-01 -1.909735e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.525883e+00 8.637808e-01 6.153086e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.08          	p             	-2.187623e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294444e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.09          	U             	(5.635967e-01 -9.306804e-01 -1.910287e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509564e+00 8.594757e-01 5.980452e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.09          	p             	-2.199955e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297765e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.1           	U             	(5.629575e-01 -9.249939e-01 -1.935419e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535452e+00 8.468941e-01 6.272143e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.1           	p             	-2.107293e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303866e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.11          	U             	(5.667386e-01 -9.261265e-01 -1.924673e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535537e+00 8.656362e-01 6.336283e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.11          	p             	-2.136049e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294282e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.12          	U             	(5.661241e-01 -9.306327e-01 -1.915481e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516225e+00 8.624382e-01 5.967874e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.12          	p             	-2.205831e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296620e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.13          	U             	(5.601112e-01 -9.277127e-01 -1.907420e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.523417e+00 8.522255e-01 6.144868e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.13          	p             	-2.174930e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293508e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.14          	U             	(5.661028e-01 -9.257529e-01 -1.939806e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537524e+00 8.602116e-01 6.362381e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.14          	p             	-2.104945e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305883e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.15          	U             	(5.686661e-01 -9.295395e-01 -1.925625e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.529126e+00 8.538163e-01 6.149398e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.15          	p             	-2.171208e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294610e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.16          	U             	(5.617470e-01 -9.306946e-01 -1.905362e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.512163e+00 8.617962e-01 5.946872e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.16          	p             	-2.201371e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299659e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.17          	U             	(5.632462e-01 -9.251392e-01 -1.930412e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.530618e+00 8.451121e-01 6.246530e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.17          	p             	-2.112550e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301156e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.18          	U             	(5.677692e-01 -9.255868e-01 -1.935216e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536429e+00 8.680341e-01 6.393444e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.18          	p             	-2.125043e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.292271e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.19          	U             	(5.644277e-01 -9.307247e-01 -1.916858e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.519564e+00 8.657077e-01 5.974503e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.19          	p             	-2.192965e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305832e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.2           	U             	(5.628130e-01 -9.294607e-01 -1.908356e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516241e+00 8.465338e-01 6.054472e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.2           	p             	-2.179302e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293259e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.21          	U             	(5.641475e-01 -9.240078e-01 -1.941387e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538413e+00 8.581198e-01 6.350326e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.21          	p             	-2.100169e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301543e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.22          	U             	(5.675051e-01 -9.292761e-01 -1.916543e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.533465e+00 8.554363e-01 6.256546e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.22          	p             	-2.155633e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293290e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.23          	U             	(5.642651e-01 -9.297515e-01 -1.913433e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509934e+00 8.598692e-01 5.944355e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.23          	p             	-2.202881e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295661e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.24          	U             	(5.604304e-01 -9.258497e-01 -1.918233e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.531437e+00 8.490633e-01 6.191662e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.24          	p             	-2.133415e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298255e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.25          	U             	(5.667220e-01 -9.256563e-01 -1.934192e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539915e+00 8.594100e-01 6.400375e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.25          	p             	-2.116323e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297222e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.26          	U             	(5.675110e-01 -9.303244e-01 -1.922838e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517492e+00 8.720771e-01 6.070377e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.26          	p             	-2.193235e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298396e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.27          	U             	(5.609078e-01 -9.303846e-01 -1.904887e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516240e+00 8.569824e-01 5.972782e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.27          	p             	-2.191421e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300835e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.28          	U             	(5.651743e-01 -9.252852e-01 -1.939939e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.535542e+00 8.489000e-01 6.334578e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.28          	p             	-2.097154e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304713e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.29          	U             	(5.683172e-01 -9.270223e-01 -1.920063e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.532812e+00 8.619067e-01 6.315501e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.29          	p             	-2.150889e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.284542e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.3           	U             	(5.625253e-01 -9.300237e-01 -1.907688e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514245e+00 8.630836e-01 5.947494e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.3           	p             	-2.200651e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298597e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.31          	U             	(5.628847e-01 -9.267820e-01 -1.919941e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.523912e+00 8.487072e-01 6.174395e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.31          	p             	-2.148116e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297093e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.32          	U             	(5.655842e-01 -9.245502e-01 -1.941054e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.543408e+00 8.517239e-01 6.372754e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.32          	p             	-2.112631e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298961e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.33          	U             	(5.666454e-01 -9.304046e-01 -1.916510e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.521597e+00 8.679212e-01 6.153045e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.33          	p             	-2.185164e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299182e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.34          	U             	(5.635481e-01 -9.300466e-01 -1.910765e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.509839e+00 8.616831e-01 5.956640e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.34          	p             	-2.200690e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296314e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.35          	U             	(5.620369e-01 -9.246765e-01 -1.932647e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.540112e+00 8.404197e-01 6.252571e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.35          	p             	-2.099916e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.303046e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.36          	U             	(5.685294e-01 -9.277923e-01 -1.926584e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.533507e+00 8.672325e-01 6.381421e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.36          	p             	-2.129940e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294896e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.37          	U             	(5.653617e-01 -9.285071e-01 -1.915942e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514645e+00 8.660382e-01 5.973770e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.37          	p             	-2.211439e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295787e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.38          	U             	(5.601839e-01 -9.277110e-01 -1.909537e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.523463e+00 8.505001e-01 6.111427e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.38          	p             	-2.165810e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300545e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.39          	U             	(5.667596e-01 -9.256470e-01 -1.938857e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.541094e+00 8.478934e-01 6.353256e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.39          	p             	-2.106685e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299937e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.4           	U             	(5.675502e-01 -9.288562e-01 -1.920951e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.527095e+00 8.613317e-01 6.204596e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.4           	p             	-2.172340e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.290582e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.41          	U             	(5.623338e-01 -9.305893e-01 -1.906590e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.507822e+00 8.666323e-01 5.938629e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.41          	p             	-2.200328e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.301353e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.42          	U             	(5.641148e-01 -9.248269e-01 -1.933630e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534209e+00 8.369906e-01 6.219345e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.42          	p             	-2.110469e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299645e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.43          	U             	(5.658866e-01 -9.247514e-01 -1.931550e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539329e+00 8.614841e-01 6.387242e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.43          	p             	-2.127756e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.292436e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.44          	U             	(5.655142e-01 -9.307289e-01 -1.918138e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.514895e+00 8.703537e-01 5.980689e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.44          	p             	-2.195914e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.306083e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.45          	U             	(5.626807e-01 -9.287316e-01 -1.912543e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.516231e+00 8.522450e-01 6.047317e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.45          	p             	-2.186094e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293978e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.46          	U             	(5.635945e-01 -9.246326e-01 -1.937477e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.544074e+00 8.475483e-01 6.291601e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.46          	p             	-2.108134e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304695e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.47          	U             	(5.687757e-01 -9.299280e-01 -1.918438e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.530179e+00 8.493457e-01 6.247805e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.47          	p             	-2.161661e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.292067e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.48          	U             	(5.631523e-01 -9.292042e-01 -1.916132e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.510174e+00 8.699885e-01 5.923822e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.48          	p             	-2.204230e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298521e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.49          	U             	(5.608339e-01 -9.265624e-01 -1.915228e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.531003e+00 8.523416e-01 6.210193e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.49          	p             	-2.130040e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297092e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.5           	U             	(5.684422e-01 -9.264103e-01 -1.940108e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539642e+00 8.485045e-01 6.377625e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.5           	p             	-2.119117e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299620e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.51          	U             	(5.656433e-01 -9.294176e-01 -1.920085e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517713e+00 8.717139e-01 6.038875e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.51          	p             	-2.192169e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300129e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.52          	U             	(5.613733e-01 -9.297067e-01 -1.904345e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.512890e+00 8.584407e-01 5.993927e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.52          	p             	-2.186832e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296336e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.53          	U             	(5.655661e-01 -9.253917e-01 -1.943893e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538687e+00 8.508026e-01 6.289701e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.53          	p             	-2.100229e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305678e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.54          	U             	(5.670002e-01 -9.273147e-01 -1.912236e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.538220e+00 8.484558e-01 6.318079e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.54          	p             	-2.152930e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.283228e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.55          	U             	(5.640350e-01 -9.298461e-01 -1.909964e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.508380e+00 8.631460e-01 5.957244e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.55          	p             	-2.199485e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.297668e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.56          	U             	(5.620966e-01 -9.252429e-01 -1.921383e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.524149e+00 8.567755e-01 6.176960e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.56          	p             	-2.145116e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294195e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.57          	U             	(5.646468e-01 -9.247809e-01 -1.933923e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.545509e+00 8.526816e-01 6.361405e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.57          	p             	-2.112468e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299490e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.58          	U             	(5.682216e-01 -9.308054e-01 -1.921006e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.520674e+00 8.629814e-01 6.131726e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.58          	p             	-2.188104e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.298617e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.59          	U             	(5.622354e-01 -9.298231e-01 -1.906041e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.510868e+00 8.636920e-01 5.988104e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.59          	p             	-2.199371e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.292267e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.6           	U             	(5.620576e-01 -9.247781e-01 -1.932477e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.534056e+00 8.615423e-01 6.291386e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.6           	p             	-2.095599e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.307014e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.61          	U             	(5.701604e-01 -9.283637e-01 -1.926514e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.536308e+00 8.535573e-01 6.316280e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.61          	p             	-2.141444e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.290238e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.62          	U             	(5.628268e-01 -9.290190e-01 -1.907647e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.515335e+00 8.615840e-01 5.960486e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.62          	p             	-2.205738e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293804e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.63          	U             	(5.607590e-01 -9.279675e-01 -1.910704e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.517926e+00 8.566865e-01 6.165573e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.63          	p             	-2.155226e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295550e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.64          	U             	(5.672147e-01 -9.260804e-01 -1.943949e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.542832e+00 8.541980e-01 6.326011e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.64          	p             	-2.107916e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.302568e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.65          	U             	(5.658848e-01 -9.288421e-01 -1.918213e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.529960e+00 8.527727e-01 6.168876e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.65          	p             	-2.169999e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.293961e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.66          	U             	(5.631585e-01 -9.303747e-01 -1.905111e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.506141e+00 8.668492e-01 5.965662e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.66          	p             	-2.199678e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.296932e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.67          	U             	(5.634791e-01 -9.245260e-01 -1.936566e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.530193e+00 8.506691e-01 6.268982e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.67          	p             	-2.107406e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.300781e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.68          	U             	(5.661773e-01 -9.257522e-01 -1.927944e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.539009e+00 8.603657e-01 6.344330e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.68          	p             	-2.127756e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.294636e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.69          	U             	(5.659139e-01 -9.311628e-01 -1.918363e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.518325e+00 8.625386e-01 5.963151e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.69          	p             	-2.198572e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.304085e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.7           	U             	(5.616314e-01 -9.285412e-01 -1.911493e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.519310e+00 8.529841e-01 6.086988e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.7           	p             	-2.181467e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.295675e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.71          	U             	(5.643021e-01 -9.250011e-01 -1.935380e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.537395e+00 8.577405e-01 6.336866e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.71          	p             	-2.104075e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.305283e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.72          	U             	(5.693079e-01 -9.294562e-01 -1.924435e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.531544e+00 8.463636e-01 6.213496e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.72          	p             	-2.162488e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.291613e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
2.73          	U             	(5.624237e-01 -9.303706e-01 -1.911134e-18)	(1.821076e-01 4.040377e-02 -1.025000e-02)	0	(2.512074e+00 8.630043e-01 5.937802e-21)	(1.862089e-01 4.969576e-02 -1.025000e-02)	0
2.73          	p             	-2.200462e+00	(1.885709e-01 3.639201e-02 -1.025000e-02)	0	2.299068e+00	(1.822548e-01 4.267805e-02 -1.025000e-02)	0
