# Solver information
# Time        	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
1.3046        	DICPCG	2.269300e-02	1.038970e-03	6	true
1.3047        	DICPCG	2.112680e-02	1.023290e-03	6	true
1.3048        	DICPCG	2.186040e-02	1.010010e-03	6	true
1.3049        	DICPCG	2.302530e-02	9.989160e-04	6	true
1.305         	DICPCG	1.942600e-02	8.348620e-04	8	true
1.3051        	DICPCG	2.747610e-02	1.247890e-03	5	true
1.3052        	DICPCG	2.175420e-02	1.002890e-03	6	true
1.3053        	DICPCG	1.842190e-02	7.238060e-04	8	true
1.3054        	DICPCG	2.252680e-02	9.907550e-04	6	true
1.3055        	DICPCG	2.598780e-02	1.206220e-03	5	true
1.3056        	DICPCG	2.294500e-02	1.131510e-03	5	true
1.3057        	DICPCG	2.368480e-02	1.081070e-03	6	true
1.3058        	DICPCG	2.197920e-02	1.036130e-03	6	true
1.3059        	DICPCG	2.361240e-02	1.166740e-03	5	true
1.306         	DICPCG	2.080200e-02	9.850260e-04	6	true
1.3061        	DICPCG	2.133210e-02	1.041230e-03	6	true
1.3062        	DICPCG	2.157780e-02	1.022520e-03	6	true
1.3063        	DICPCG	1.785300e-02	6.698970e-04	8	true
1.3064        	DICPCG	2.446260e-02	1.190560e-03	5	true
1.3065        	DICPCG	2.412340e-02	1.191040e-03	5	true
1.3066        	DICPCG	2.083000e-02	9.582790e-04	7	true
1.3067        	DICPCG	2.307820e-02	9.978240e-04	6	true
1.3068        	DICPCG	2.138530e-02	1.068510e-03	6	true
1.3069        	DICPCG	2.099190e-02	1.039060e-03	6	true
1.307         	DICPCG	2.321560e-02	1.096840e-03	7	true
1.3071        	DICPCG	2.405960e-02	1.070250e-03	5	true
1.3072        	DICPCG	2.233350e-02	1.076390e-03	6	true
1.3073        	DICPCG	2.355930e-02	1.117130e-03	6	true
1.3074        	DICPCG	2.284030e-02	9.909840e-04	6	true
1.3075        	DICPCG	2.287280e-02	1.103250e-03	5	true
1.3076        	DICPCG	2.210350e-02	1.048170e-03	6	true
1.3077        	DICPCG	2.283890e-02	1.003600e-03	6	true
1.3078        	DICPCG	2.450310e-02	1.048340e-03	6	true
1.3079        	DICPCG	2.171720e-02	9.683440e-04	6	true
1.308         	DICPCG	2.241530e-02	1.078030e-03	6	true
1.3081        	DICPCG	2.374590e-02	1.103350e-03	6	true
1.3082        	DICPCG	2.711610e-02	1.245800e-03	5	true
1.3083        	DICPCG	2.722120e-02	1.268080e-03	5	true
1.3084        	DICPCG	2.389800e-02	1.180820e-03	5	true
1.3085        	DICPCG	2.452590e-02	1.088960e-03	6	true
1.3086        	DICPCG	2.516060e-02	1.187210e-03	5	true
1.3087        	DICPCG	2.138300e-02	9.275050e-04	6	true
1.3088        	DICPCG	2.319160e-02	1.153580e-03	5	true
1.3089        	DICPCG	2.597320e-02	1.123670e-03	5	true
1.309         	DICPCG	2.569310e-02	1.208030e-03	6	true
1.3091        	DICPCG	2.338430e-02	1.066710e-03	6	true
1.3092        	DICPCG	2.329940e-02	1.016320e-03	6	true
1.3093        	DICPCG	2.633260e-02	1.177160e-03	5	true
1.3094        	DICPCG	2.254580e-02	1.033060e-03	6	true
1.3095        	DICPCG	2.578540e-02	1.237480e-03	5	true
1.3096        	DICPCG	2.502920e-02	1.226380e-03	5	true
1.3097        	DICPCG	2.535720e-02	1.168450e-03	5	true
1.3098        	DICPCG	2.959210e-02	1.364350e-03	5	true
1.3099        	DICPCG	2.608920e-02	1.134500e-03	5	true
1.31          	DICPCG	2.611140e-02	1.148850e-03	5	true
1.3101        	DICPCG	2.667800e-02	1.255540e-03	5	true
1.3102        	DICPCG	2.578230e-02	1.134830e-03	5	true
1.3103        	DICPCG	2.215520e-02	1.047380e-03	6	true
1.3104        	DICPCG	2.563570e-02	1.181280e-03	5	true
1.3105        	DICPCG	2.177480e-02	1.068040e-03	5	true
1.3106        	DICPCG	2.352030e-02	1.149410e-03	5	true
1.3107        	DICPCG	2.326310e-02	1.079410e-03	6	true
1.3108        	DICPCG	2.612330e-02	1.217630e-03	5	true
1.3109        	DICPCG	2.411950e-02	1.174920e-03	6	true
1.311         	DICPCG	2.291510e-02	1.089590e-03	6	true
1.3111        	DICPCG	2.492670e-02	1.141120e-03	5	true
1.3112        	DICPCG	2.176780e-02	1.030990e-03	5	true
1.3113        	DICPCG	2.151200e-02	9.830750e-04	7	true
1.3114        	DICPCG	2.692210e-02	1.135370e-03	5	true
1.3115        	DICPCG	2.369350e-02	1.096060e-03	7	true
1.3116        	DICPCG	2.512590e-02	1.250040e-03	5	true
1.3117        	DICPCG	2.264070e-02	1.050390e-03	6	true
1.3118        	DICPCG	2.325750e-02	1.145080e-03	5	true
1.3119        	DICPCG	2.496630e-02	1.156520e-03	7	true
1.312         	DICPCG	2.253490e-02	1.125600e-03	5	true
1.3121        	DICPCG	2.814900e-02	1.143150e-03	5	true
1.3122        	DICPCG	2.196830e-02	1.053390e-03	6	true
1.3123        	DICPCG	2.307970e-02	1.064300e-03	5	true
1.3124        	DICPCG	2.266740e-02	1.124330e-03	6	true
1.3125        	DICPCG	2.168640e-02	1.014750e-03	6	true
1.3126        	DICPCG	2.438270e-02	1.152450e-03	6	true
1.3127        	DICPCG	2.684170e-02	1.127810e-03	5	true
1.3128        	DICPCG	2.450900e-02	1.145980e-03	7	true
1.3129        	DICPCG	2.442860e-02	1.111070e-03	5	true
1.313         	DICPCG	2.430580e-02	1.152870e-03	5	true
1.3131        	DICPCG	2.636730e-02	1.093670e-03	6	true
1.3132        	DICPCG	2.419360e-02	1.100990e-03	5	true
1.3133        	DICPCG	2.095390e-02	1.005340e-03	7	true
1.3134        	DICPCG	2.732590e-02	1.273860e-03	5	true
1.3135        	DICPCG	2.501690e-02	1.129880e-03	5	true
1.3136        	DICPCG	2.561500e-02	1.201520e-03	6	true
1.3137        	DICPCG	2.367550e-02	1.141670e-03	6	true
1.3138        	DICPCG	2.382540e-02	1.050610e-03	6	true
1.3139        	DICPCG	2.722200e-02	1.227950e-03	5	true
1.314         	DICPCG	2.677430e-02	1.181460e-03	5	true
1.3141        	DICPCG	2.526640e-02	1.163900e-03	5	true
1.3142        	DICPCG	2.107010e-02	1.022760e-03	6	true
1.3143        	DICPCG	1.918880e-02	7.128010e-04	8	true
1.3144        	DICPCG	2.109240e-02	8.329070e-04	8	true
1.3145        	DICPCG	2.810590e-02	1.195730e-03	5	true
1.3146        	DICPCG	2.682490e-02	1.263640e-03	5	true
1.3147        	DICPCG	2.318430e-02	1.148690e-03	7	true
1.3148        	DICPCG	2.205320e-02	1.101040e-03	6	true
1.3149        	DICPCG	2.105730e-02	9.302140e-04	8	true
1.315         	DICPCG	2.592330e-02	1.240010e-03	5	true
1.3151        	DICPCG	2.567700e-02	1.137600e-03	5	true
1.3152        	DICPCG	2.611510e-02	1.194900e-03	6	true
1.3153        	DICPCG	2.320040e-02	1.066750e-03	6	true
1.3154        	DICPCG	2.194910e-02	1.035970e-03	6	true
1.3155        	DICPCG	2.016790e-02	8.269660e-04	8	true
1.3156        	DICPCG	2.387460e-02	1.084090e-03	6	true
1.3157        	DICPCG	2.397510e-02	1.129730e-03	5	true
1.3158        	DICPCG	2.900780e-02	1.075990e-03	5	true
1.3159        	DICPCG	2.445980e-02	1.199150e-03	5	true
1.316         	DICPCG	1.971230e-02	7.835970e-04	8	true
1.3161        	DICPCG	1.974070e-02	9.804230e-04	7	true
1.3162        	DICPCG	2.178460e-02	1.058050e-03	6	true
1.3163        	DICPCG	2.377070e-02	1.109340e-03	7	true
1.3164        	DICPCG	2.182550e-02	1.020080e-03	6	true
1.3165        	DICPCG	2.529300e-02	1.181240e-03	6	true
1.3166        	DICPCG	2.531560e-02	1.214280e-03	8	true
1.3167        	DICPCG	2.093690e-02	9.499710e-04	7	true
1.3168        	DICPCG	2.203580e-02	1.002650e-03	6	true
1.3169        	DICPCG	2.109810e-02	1.033680e-03	7	true
1.317         	DICPCG	2.207020e-02	1.066330e-03	7	true
1.3171        	DICPCG	2.268050e-02	1.059590e-03	6	true
1.3172        	DICPCG	2.337960e-02	1.071130e-03	6	true
1.3173        	DICPCG	2.330350e-02	9.721520e-04	6	true
1.3174        	DICPCG	2.380630e-02	1.048580e-03	7	true
1.3175        	DICPCG	2.341920e-02	1.120330e-03	6	true
1.3176        	DICPCG	2.094290e-02	1.017240e-03	6	true
1.3177        	DICPCG	2.674030e-02	1.171480e-03	5	true
1.3178        	DICPCG	2.198360e-02	1.098740e-03	5	true
1.3179        	DICPCG	2.399030e-02	1.032290e-03	6	true
1.318         	DICPCG	2.249190e-02	9.587250e-04	6	true
1.3181        	DICPCG	2.172200e-02	1.050380e-03	6	true
1.3182        	DICPCG	1.927430e-02	9.213150e-04	7	true
1.3183        	DICPCG	1.974110e-02	9.359700e-04	6	true
1.3184        	DICPCG	2.315000e-02	9.213780e-04	6	true
1.3185        	DICPCG	2.722790e-02	1.264200e-03	5	true
1.3186        	DICPCG	2.454830e-02	1.134320e-03	5	true
1.3187        	DICPCG	2.316160e-02	1.135920e-03	5	true
1.3188        	DICPCG	2.167360e-02	9.234180e-04	6	true
1.3189        	DICPCG	2.190960e-02	9.170690e-04	6	true
1.319         	DICPCG	2.167240e-02	9.715390e-04	6	true
1.3191        	DICPCG	2.079450e-02	8.721940e-04	6	true
1.3192        	DICPCG	2.106260e-02	9.426380e-04	6	true
1.3193        	DICPCG	1.996650e-02	9.536900e-04	6	true
1.3194        	DICPCG	2.450610e-02	1.072610e-03	5	true
1.3195        	DICPCG	2.156590e-02	1.069740e-03	5	true
1.3196        	DICPCG	2.123410e-02	1.057520e-03	5	true
1.3197        	DICPCG	1.926490e-02	8.106210e-04	6	true
1.3198        	DICPCG	2.067430e-02	1.031410e-03	5	true
1.3199        	DICPCG	2.434000e-02	1.099200e-03	5	true
1.32          	DICPCG	2.296210e-02	9.097950e-04	6	true
1.3201        	DICPCG	2.231580e-02	1.039350e-03	5	true
1.3202        	DICPCG	2.207970e-02	9.843450e-04	5	true
1.3203        	DICPCG	1.895560e-02	8.204760e-04	6	true
1.3204        	DICPCG	1.870860e-02	7.724270e-04	6	true
1.3205        	DICPCG	2.268310e-02	1.021560e-03	5	true
1.3206        	DICPCG	2.376940e-02	1.023980e-03	5	true
1.3207        	DICPCG	2.626390e-02	1.130940e-03	5	true
1.3208        	DICPCG	1.987970e-02	8.377960e-04	6	true
1.3209        	DICPCG	2.022390e-02	9.945750e-04	5	true
1.321         	DICPCG	2.014590e-02	9.739800e-04	5	true
1.3211        	DICPCG	1.966140e-02	8.923940e-04	5	true
1.3212        	DICPCG	2.063730e-02	1.022500e-03	5	true
1.3213        	DICPCG	1.988480e-02	7.975130e-04	6	true
1.3214        	DICPCG	2.343490e-02	1.003360e-03	5	true
1.3215        	DICPCG	2.273850e-02	9.767750e-04	5	true
1.3216        	DICPCG	2.259360e-02	9.965600e-04	5	true
1.3217        	DICPCG	2.179050e-02	1.086320e-03	5	true
1.3218        	DICPCG	2.229960e-02	9.515860e-04	5	true
1.3219        	DICPCG	2.110020e-02	8.351210e-04	6	true
1.322         	DICPCG	2.095430e-02	9.855540e-04	5	true
1.3221        	DICPCG	2.025000e-02	8.414540e-04	5	true
1.3222        	DICPCG	2.185760e-02	9.038840e-04	5	true
1.3223        	DICPCG	2.109920e-02	9.367900e-04	5	true
1.3224        	DICPCG	2.053040e-02	1.002500e-03	5	true
1.3225        	DICPCG	2.024570e-02	9.763430e-04	5	true
1.3226        	DICPCG	2.306150e-02	9.485090e-04	5	true
1.3227        	DICPCG	2.053330e-02	8.614210e-04	5	true
1.3228        	DICPCG	2.544520e-02	1.231600e-03	4	true
1.3229        	DICPCG	1.718020e-02	8.545480e-04	5	true
1.323         	DICPCG	1.990850e-02	9.239260e-04	5	true
1.3231        	DICPCG	2.112390e-02	9.164360e-04	5	true
1.3232        	DICPCG	2.144250e-02	9.071680e-04	5	true
1.3233        	DICPCG	2.189170e-02	9.203750e-04	5	true
1.3234        	DICPCG	2.081110e-02	8.912570e-04	5	true
1.3235        	DICPCG	2.281580e-02	1.015990e-03	5	true
1.3236        	DICPCG	2.414990e-02	8.963350e-04	5	true
1.3237        	DICPCG	2.390740e-02	9.674760e-04	5	true
1.3238        	DICPCG	2.590560e-02	1.021500e-03	5	true
1.3239        	DICPCG	2.052230e-02	9.781580e-04	5	true
1.324         	DICPCG	2.306560e-02	9.886300e-04	5	true
1.3241        	DICPCG	1.999380e-02	7.950180e-04	6	true
1.3242        	DICPCG	1.930560e-02	9.206390e-04	5	true
1.3243        	DICPCG	2.143320e-02	8.728340e-04	5	true
1.3244        	DICPCG	2.176490e-02	1.075320e-03	5	true
1.3245        	DICPCG	2.184800e-02	9.042740e-04	5	true
1.3246        	DICPCG	2.289760e-02	1.034990e-03	5	true
1.3247        	DICPCG	2.252560e-02	9.131180e-04	5	true
1.3248        	DICPCG	2.036190e-02	9.024320e-04	5	true
1.3249        	DICPCG	2.223260e-02	9.116960e-04	5	true
1.325         	DICPCG	2.039560e-02	9.811630e-04	5	true
1.3251        	DICPCG	2.152430e-02	9.608300e-04	5	true
1.3252        	DICPCG	1.965050e-02	7.753990e-04	6	true
1.3253        	DICPCG	2.513600e-02	9.211520e-04	5	true
1.3254        	DICPCG	2.062320e-02	9.026420e-04	5	true
1.3255        	DICPCG	2.349990e-02	9.609880e-04	5	true
1.3256        	DICPCG	2.458970e-02	9.059100e-04	5	true
1.3257        	DICPCG	2.382390e-02	1.010240e-03	5	true
1.3258        	DICPCG	2.845600e-02	1.368460e-03	4	true
1.3259        	DICPCG	2.368870e-02	9.785360e-04	5	true
1.326         	DICPCG	2.298380e-02	1.000580e-03	5	true
1.3261        	DICPCG	2.689840e-02	1.035910e-03	5	true
1.3262        	DICPCG	2.810710e-02	1.103990e-03	5	true
1.3263        	DICPCG	2.548260e-02	1.006180e-03	5	true
1.3264        	DICPCG	2.413590e-02	1.034900e-03	5	true
1.3265        	DICPCG	2.466600e-02	9.455570e-04	5	true
1.3266        	DICPCG	2.202290e-02	1.000500e-03	5	true
1.3267        	DICPCG	2.181840e-02	1.052170e-03	5	true
1.3268        	DICPCG	2.409550e-02	1.005420e-03	5	true
1.3269        	DICPCG	2.361650e-02	1.096290e-03	5	true
1.327         	DICPCG	2.648600e-02	1.084460e-03	5	true
1.3271        	DICPCG	2.466690e-02	9.997560e-04	5	true
1.3272        	DICPCG	2.443580e-02	1.143400e-03	5	true
1.3273        	DICPCG	2.395590e-02	1.026030e-03	5	true
1.3274        	DICPCG	2.944440e-02	1.449900e-03	4	true
1.3275        	DICPCG	2.220690e-02	1.004400e-03	5	true
1.3276        	DICPCG	2.845360e-02	1.146360e-03	5	true
1.3277        	DICPCG	2.221410e-02	9.414250e-04	5	true
1.3278        	DICPCG	2.439110e-02	1.027300e-03	5	true
1.3279        	DICPCG	2.221350e-02	1.100840e-03	5	true
1.328         	DICPCG	2.369180e-02	1.046880e-03	5	true
1.3281        	DICPCG	2.594670e-02	1.145570e-03	5	true
1.3282        	DICPCG	2.432640e-02	1.061500e-03	5	true
1.3283        	DICPCG	2.997600e-02	1.166680e-03	5	true
1.3284        	DICPCG	2.542770e-02	1.098910e-03	5	true
1.3285        	DICPCG	2.345430e-02	1.035700e-03	5	true
1.3286        	DICPCG	2.124820e-02	9.259670e-04	6	true
1.3287        	DICPCG	1.991640e-02	9.074690e-04	6	true
1.3288        	DICPCG	2.220390e-02	9.841920e-04	5	true
1.3289        	DICPCG	2.253450e-02	9.832550e-04	5	true
1.329         	DICPCG	2.481990e-02	9.929770e-04	5	true
1.3291        	DICPCG	2.308530e-02	1.032830e-03	5	true
1.3292        	DICPCG	2.347340e-02	9.939090e-04	5	true
1.3293        	DICPCG	2.774340e-02	9.849730e-04	5	true
1.3294        	DICPCG	2.327670e-02	1.132790e-03	5	true
1.3295        	DICPCG	2.866600e-02	1.102890e-03	5	true
1.3296        	DICPCG	2.274600e-02	1.104940e-03	5	true
1.3297        	DICPCG	2.434040e-02	1.042730e-03	5	true
1.3298        	DICPCG	2.360230e-02	1.041890e-03	5	true
1.3299        	DICPCG	2.593880e-02	1.017670e-03	5	true
1.33          	DICPCG	2.554370e-02	1.083000e-03	5	true
1.3301        	DICPCG	2.278910e-02	1.101220e-03	5	true
1.3302        	DICPCG	2.353410e-02	1.076910e-03	5	true
1.3303        	DICPCG	2.618170e-02	1.173680e-03	5	true
1.3304        	DICPCG	2.839330e-02	1.171860e-03	5	true
1.3305        	DICPCG	2.720510e-02	1.148740e-03	5	true
1.3306        	DICPCG	2.559890e-02	1.172430e-03	5	true
1.3307        	DICPCG	2.140180e-02	9.572330e-04	6	true
1.3308        	DICPCG	2.542100e-02	1.190710e-03	5	true
1.3309        	DICPCG	2.244770e-02	9.937510e-04	5	true
1.331         	DICPCG	2.051300e-02	8.514950e-04	6	true
1.3311        	DICPCG	2.589100e-02	1.162360e-03	5	true
1.3312        	DICPCG	2.628950e-02	1.149280e-03	5	true
1.3313        	DICPCG	2.839800e-02	1.218190e-03	5	true
1.3314        	DICPCG	2.954550e-02	1.308530e-03	5	true
1.3315        	DICPCG	2.399670e-02	9.526050e-04	6	true
1.3316        	DICPCG	3.028870e-02	1.214960e-03	5	true
1.3317        	DICPCG	2.248130e-02	8.464870e-04	6	true
1.3318        	DICPCG	2.039790e-02	8.959610e-04	6	true
1.3319        	DICPCG	2.469640e-02	9.151800e-04	6	true
1.332         	DICPCG	2.724180e-02	1.235280e-03	5	true
1.3321        	DICPCG	2.846340e-02	1.368220e-03	5	true
1.3322        	DICPCG	2.529790e-02	1.227360e-03	5	true
1.3323        	DICPCG	2.548110e-02	1.117660e-03	5	true
1.3324        	DICPCG	2.567570e-02	1.117710e-03	5	true
1.3325        	DICPCG	2.449200e-02	1.185940e-03	5	true
1.3326        	DICPCG	2.882690e-02	1.335180e-03	5	true
1.3327        	DICPCG	2.404290e-02	1.012720e-03	6	true
1.3328        	DICPCG	2.528360e-02	1.014330e-03	6	true
1.3329        	DICPCG	2.648420e-02	1.286460e-03	5	true
1.333         	DICPCG	3.147830e-02	1.393320e-03	5	true
1.3331        	DICPCG	2.685730e-02	1.262090e-03	5	true
1.3332        	DICPCG	2.577590e-02	1.259500e-03	5	true
1.3333        	DICPCG	2.838140e-02	1.100050e-03	6	true
1.3334        	DICPCG	2.647920e-02	1.036190e-03	6	true
1.3335        	DICPCG	2.715320e-02	1.227640e-03	5	true
1.3336        	DICPCG	2.809180e-02	1.113830e-03	5	true
1.3337        	DICPCG	2.779610e-02	1.122180e-03	6	true
1.3338        	DICPCG	2.453930e-02	1.032260e-03	6	true
1.3339        	DICPCG	2.345410e-02	9.990170e-04	6	true
1.334         	DICPCG	2.502170e-02	1.223060e-03	5	true
1.3341        	DICPCG	2.305890e-02	1.007870e-03	6	true
1.3342        	DICPCG	2.685260e-02	1.062470e-03	6	true
1.3343        	DICPCG	2.514340e-02	9.969480e-04	6	true
1.3344        	DICPCG	2.790720e-02	1.345760e-03	5	true
1.3345        	DICPCG	2.555390e-02	1.064080e-03	6	true
1.3346        	DICPCG	3.208570e-02	1.279980e-03	5	true
1.3347        	DICPCG	2.666790e-02	1.326390e-03	5	true
1.3348        	DICPCG	2.698170e-02	1.066090e-03	6	true
1.3349        	DICPCG	2.476920e-02	1.013500e-03	6	true
1.335         	DICPCG	2.965880e-02	1.383700e-03	5	true
1.3351        	DICPCG	2.906270e-02	1.443060e-03	5	true
1.3352        	DICPCG	2.939740e-02	1.384440e-03	5	true
1.3353        	DICPCG	2.605640e-02	1.087450e-03	6	true
1.3354        	DICPCG	3.016300e-02	1.341900e-03	5	true
1.3355        	DICPCG	2.652920e-02	1.219090e-03	6	true
1.3356        	DICPCG	2.601250e-02	1.138350e-03	6	true
1.3357        	DICPCG	2.505790e-02	1.068460e-03	6	true
1.3358        	DICPCG	2.617160e-02	1.238400e-03	5	true
1.3359        	DICPCG	2.589710e-02	9.808730e-04	6	true
1.336         	DICPCG	2.435510e-02	1.163270e-03	6	true
1.3361        	DICPCG	2.271610e-02	1.088180e-03	6	true
1.3362        	DICPCG	2.875490e-02	1.112900e-03	6	true
1.3363        	DICPCG	2.513600e-02	1.161910e-03	6	true
1.3364        	DICPCG	2.411850e-02	1.097790e-03	6	true
1.3365        	DICPCG	2.525250e-02	1.121270e-03	6	true
1.3366        	DICPCG	2.478940e-02	9.768550e-04	6	true
1.3367        	DICPCG	2.356240e-02	1.081930e-03	6	true
1.3368        	DICPCG	2.723840e-02	1.318960e-03	5	true
1.3369        	DICPCG	2.228330e-02	1.108900e-03	6	true
1.337         	DICPCG	2.277860e-02	1.091970e-03	6	true
1.3371        	DICPCG	3.026150e-02	1.279130e-03	5	true
1.3372        	DICPCG	2.476560e-02	9.452690e-04	6	true
1.3373        	DICPCG	2.487710e-02	1.080350e-03	6	true
1.3374        	DICPCG	2.642270e-02	1.100660e-03	6	true
1.3375        	DICPCG	2.795690e-02	1.349670e-03	5	true
1.3376        	DICPCG	2.298650e-02	1.024100e-03	6	true
1.3377        	DICPCG	2.484470e-02	1.023390e-03	6	true
1.3378        	DICPCG	1.950070e-02	8.849770e-04	7	true
1.3379        	DICPCG	2.350940e-02	9.608680e-04	7	true
1.338         	DICPCG	2.390120e-02	1.174910e-03	5	true
1.3381        	DICPCG	2.249600e-02	9.520210e-04	7	true
1.3382        	DICPCG	2.164220e-02	9.618320e-04	7	true
1.3383        	DICPCG	2.305710e-02	1.151550e-03	6	true
1.3384        	DICPCG	2.556080e-02	1.112220e-03	6	true
1.3385        	DICPCG	2.182590e-02	9.425300e-04	7	true
1.3386        	DICPCG	2.465800e-02	1.165260e-03	5	true
1.3387        	DICPCG	2.111440e-02	8.796400e-04	7	true
1.3388        	DICPCG	2.220450e-02	9.536620e-04	7	true
1.3389        	DICPCG	2.605540e-02	1.113700e-03	6	true
1.339         	DICPCG	3.216290e-02	1.224600e-03	5	true
1.3391        	DICPCG	2.690260e-02	1.178700e-03	5	true
1.3392        	DICPCG	2.659400e-02	1.128340e-03	6	true
1.3393        	DICPCG	2.403210e-02	1.167700e-03	6	true
1.3394        	DICPCG	2.267740e-02	1.012540e-03	6	true
1.3395        	DICPCG	2.794050e-02	1.214460e-03	5	true
1.3396        	DICPCG	2.100270e-02	9.952020e-04	7	true
1.3397        	DICPCG	2.090950e-02	9.604000e-04	7	true
1.3398        	DICPCG	2.096950e-02	1.037830e-03	7	true
1.3399        	DICPCG	2.108890e-02	1.050130e-03	7	true
1.34          	DICPCG	2.456850e-02	1.179100e-03	6	true
1.3401        	DICPCG	2.561620e-02	1.207840e-03	5	true
1.3402        	DICPCG	2.596340e-02	1.217870e-03	5	true
1.3403        	DICPCG	2.599930e-02	1.268370e-03	6	true
1.3404        	DICPCG	2.214620e-02	1.049300e-03	6	true
1.3405        	DICPCG	2.174630e-02	9.562430e-04	6	true
1.3406        	DICPCG	2.668780e-02	1.326360e-03	5	true
1.3407        	DICPCG	2.280510e-02	1.068960e-03	7	true
1.3408        	DICPCG	2.517410e-02	1.081440e-03	6	true
1.3409        	DICPCG	2.248170e-02	1.104790e-03	6	true
1.341         	DICPCG	2.514800e-02	1.101000e-03	7	true
1.3411        	DICPCG	2.527870e-02	1.103290e-03	6	true
1.3412        	DICPCG	2.259800e-02	1.095470e-03	6	true
1.3413        	DICPCG	2.125140e-02	9.504390e-04	7	true
1.3414        	DICPCG	2.416630e-02	1.143310e-03	6	true
1.3415        	DICPCG	2.819160e-02	1.154570e-03	5	true
1.3416        	DICPCG	2.140720e-02	9.906610e-04	7	true
1.3417        	DICPCG	2.062410e-02	1.004980e-03	7	true
1.3418        	DICPCG	2.328460e-02	9.610310e-04	7	true
1.3419        	DICPCG	2.377390e-02	1.077990e-03	7	true
1.342         	DICPCG	2.674460e-02	1.233550e-03	5	true
1.3421        	DICPCG	2.869110e-02	1.297030e-03	5	true
1.3422        	DICPCG	2.645380e-02	1.204990e-03	6	true
1.3423        	DICPCG	2.387800e-02	1.110960e-03	6	true
1.3424        	DICPCG	2.563650e-02	1.207450e-03	6	true
1.3425        	DICPCG	2.369900e-02	1.084940e-03	6	true
1.3426        	DICPCG	2.544070e-02	1.271910e-03	5	true
1.3427        	DICPCG	2.284410e-02	1.051150e-03	6	true
1.3428        	DICPCG	2.355220e-02	1.017710e-03	7	true
1.3429        	DICPCG	2.556270e-02	1.245540e-03	5	true
1.343         	DICPCG	2.084390e-02	9.687240e-04	7	true
1.3431        	DICPCG	2.640560e-02	1.242170e-03	5	true
1.3432        	DICPCG	2.494740e-02	1.198190e-03	6	true
1.3433        	DICPCG	2.182340e-02	1.007950e-03	7	true
1.3434        	DICPCG	2.602480e-02	1.255700e-03	6	true
1.3435        	DICPCG	2.342310e-02	1.107180e-03	7	true
1.3436        	DICPCG	2.394140e-02	1.052790e-03	6	true
1.3437        	DICPCG	2.658990e-02	1.271000e-03	5	true
1.3438        	DICPCG	2.572450e-02	1.241130e-03	6	true
1.3439        	DICPCG	2.575800e-02	1.237940e-03	6	true
1.344         	DICPCG	2.132980e-02	8.253130e-04	8	true
1.3441        	DICPCG	2.264280e-02	1.113130e-03	6	true
1.3442        	DICPCG	2.541340e-02	1.058040e-03	7	true
1.3443        	DICPCG	2.444310e-02	1.143260e-03	6	true
1.3444        	DICPCG	2.601440e-02	1.260720e-03	5	true
1.3445        	DICPCG	2.511520e-02	1.102620e-03	7	true
1.3446        	DICPCG	2.465540e-02	1.033450e-03	7	true
1.3447        	DICPCG	2.596250e-02	1.154200e-03	6	true
1.3448        	DICPCG	2.657670e-02	1.257190e-03	7	true
1.3449        	DICPCG	2.351970e-02	1.070680e-03	6	true
1.345         	DICPCG	2.416160e-02	1.147390e-03	7	true
1.3451        	DICPCG	2.363060e-02	1.167240e-03	6	true
1.3452        	DICPCG	2.458320e-02	1.034970e-03	6	true
1.3453        	DICPCG	2.854830e-02	1.210310e-03	6	true
1.3454        	DICPCG	2.630700e-02	1.217330e-03	7	true
1.3455        	DICPCG	2.466360e-02	1.071370e-03	6	true
1.3456        	DICPCG	2.556820e-02	1.258960e-03	6	true
1.3457        	DICPCG	2.317920e-02	1.053710e-03	7	true
1.3458        	DICPCG	2.393000e-02	1.179830e-03	6	true
1.3459        	DICPCG	2.275980e-02	9.891970e-04	7	true
1.346         	DICPCG	2.523770e-02	1.057880e-03	6	true
1.3461        	DICPCG	2.620750e-02	1.122040e-03	6	true
1.3462        	DICPCG	2.194340e-02	8.085810e-04	8	true
1.3463        	DICPCG	2.162840e-02	8.619790e-04	8	true
1.3464        	DICPCG	2.671530e-02	1.218240e-03	7	true
1.3465        	DICPCG	2.443450e-02	1.193120e-03	6	true
1.3466        	DICPCG	2.834460e-02	1.287870e-03	6	true
1.3467        	DICPCG	2.598670e-02	1.289190e-03	5	true
1.3468        	DICPCG	2.485910e-02	1.167210e-03	6	true
1.3469        	DICPCG	2.162190e-02	1.018390e-03	6	true
1.347         	DICPCG	2.196510e-02	1.046440e-03	7	true
1.3471        	DICPCG	2.375940e-02	1.136790e-03	6	true
1.3472        	DICPCG	2.442870e-02	1.188300e-03	6	true
1.3473        	DICPCG	2.332620e-02	1.130100e-03	7	true
1.3474        	DICPCG	2.485760e-02	1.138610e-03	6	true
1.3475        	DICPCG	2.289070e-02	1.090750e-03	6	true
1.3476        	DICPCG	2.745970e-02	1.248020e-03	6	true
1.3477        	DICPCG	2.373080e-02	1.093640e-03	6	true
1.3478        	DICPCG	1.816090e-02	7.032210e-04	8	true
1.3479        	DICPCG	2.052060e-02	9.463830e-04	7	true
1.348         	DICPCG	2.479680e-02	1.193210e-03	6	true
1.3481        	DICPCG	2.163420e-02	1.022710e-03	6	true
1.3482        	DICPCG	2.102190e-02	1.021610e-03	7	true
