# Solver information
# Time        	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
0.0228        	DICPCG	4.685650e-03	2.178020e-04	4	true
0.0229        	DICPCG	6.129090e-03	2.843890e-04	5	true
0.023         	DICPCG	6.344960e-03	2.844150e-04	5	true
0.0231        	DICPCG	3.827930e-03	1.792330e-04	5	true
0.0232        	DICPCG	6.493560e-03	2.858740e-04	5	true
0.0233        	DICPCG	1.259050e-02	4.499550e-04	4	true
0.0234        	DICPCG	4.079960e-03	1.662620e-04	4	true
0.0235        	DICPCG	5.473440e-03	2.260440e-04	4	true
0.0236        	DICPCG	4.248720e-03	1.815140e-04	4	true
0.0237        	DICPCG	4.226420e-03	1.794850e-04	4	true
0.0238        	DICPCG	4.493050e-03	1.522700e-04	4	true
0.0239        	DICPCG	7.514710e-03	3.122970e-04	5	true
0.024         	DICPCG	9.372990e-03	4.006450e-04	5	true
0.0241        	DICPCG	7.723180e-03	2.554970e-04	4	true
0.0242        	DICPCG	5.005980e-03	1.691650e-04	4	true
0.0243        	DICPCG	5.511320e-03	2.404870e-04	4	true
0.0244        	DICPCG	6.632560e-03	3.172580e-04	4	true
0.0245        	DICPCG	4.510630e-03	1.597740e-04	4	true
0.0246        	DICPCG	5.670630e-03	2.548080e-04	4	true
0.0247        	DICPCG	6.284170e-03	2.820630e-04	4	true
0.0248        	DICPCG	5.055890e-03	1.857910e-04	4	true
0.0249        	DICPCG	5.027400e-03	2.172100e-04	3	true
0.025         	DICPCG	4.943920e-03	1.770330e-04	4	true
0.0251        	DICPCG	4.821620e-03	1.664410e-04	4	true
0.0252        	DICPCG	7.120820e-03	3.002190e-04	4	true
0.0253        	DICPCG	4.602290e-03	1.614700e-04	4	true
0.0254        	DICPCG	5.366710e-03	1.701070e-04	4	true
0.0255        	DICPCG	7.334900e-03	2.164090e-04	4	true
0.0256        	DICPCG	4.218280e-03	1.680410e-04	4	true
0.0257        	DICPCG	3.954180e-03	1.541820e-04	4	true
0.0258        	DICPCG	6.222420e-03	2.284040e-04	3	true
0.0259        	DICPCG	1.008330e-02	2.916790e-04	3	true
0.026         	DICPCG	1.178850e-02	3.524900e-04	3	true
0.0261        	DICPCG	6.452570e-03	2.695940e-04	3	true
0.0262        	DICPCG	1.262650e-02	4.246850e-04	3	true
0.0263        	DICPCG	9.353010e-03	3.684010e-04	4	true
0.0264        	DICPCG	6.113030e-03	2.578480e-04	4	true
0.0265        	DICPCG	4.208730e-03	1.575290e-04	4	true
0.0266        	DICPCG	3.881440e-03	1.516200e-04	4	true
0.0267        	DICPCG	4.538830e-03	1.835320e-04	3	true
0.0268        	DICPCG	4.119690e-03	1.648080e-04	4	true
0.0269        	DICPCG	4.474800e-03	1.762020e-04	4	true
0.027         	DICPCG	3.895710e-03	1.471370e-04	4	true
0.0271        	DICPCG	6.018480e-03	2.168580e-04	5	true
0.0272        	DICPCG	9.100610e-03	3.778520e-04	4	true
0.0273        	DICPCG	8.147310e-03	3.237890e-04	4	true
0.0274        	DICPCG	3.895800e-03	1.869680e-04	4	true
0.0275        	DICPCG	3.465340e-03	1.595300e-04	4	true
0.0276        	DICPCG	3.722150e-03	1.612000e-04	4	true
0.0277        	DICPCG	6.943180e-03	3.324010e-04	4	true
0.0278        	DICPCG	7.701490e-03	3.139780e-04	4	true
0.0279        	DICPCG	5.590310e-03	2.670040e-04	3	true
0.028         	DICPCG	4.964670e-03	1.937880e-04	4	true
0.0281        	DICPCG	6.548750e-03	3.045130e-04	4	true
0.0282        	DICPCG	6.482890e-03	2.595880e-04	4	true
0.0283        	DICPCG	3.616650e-03	1.359150e-04	5	true
0.0284        	DICPCG	7.201410e-03	3.048040e-04	4	true
0.0285        	DICPCG	7.184040e-03	2.661540e-04	4	true
0.0286        	DICPCG	4.365650e-03	1.446390e-04	4	true
0.0287        	DICPCG	6.727450e-03	2.886100e-04	4	true
0.0288        	DICPCG	7.460680e-03	2.786420e-04	4	true
0.0289        	DICPCG	4.516300e-03	1.531400e-04	4	true
0.029         	DICPCG	7.582230e-03	2.899090e-04	4	true
0.0291        	DICPCG	7.338510e-03	2.810450e-04	4	true
0.0292        	DICPCG	3.840020e-03	1.596790e-04	4	true
0.0293        	DICPCG	6.977670e-03	3.212380e-04	4	true
0.0294        	DICPCG	6.832490e-03	2.553470e-04	4	true
0.0295        	DICPCG	3.915250e-03	1.501450e-04	4	true
0.0296        	DICPCG	6.201090e-03	2.796830e-04	4	true
0.0297        	DICPCG	6.141160e-03	2.336820e-04	4	true
0.0298        	DICPCG	3.637930e-03	1.297850e-04	4	true
0.0299        	DICPCG	6.752660e-03	3.207950e-04	4	true
0.03          	DICPCG	6.307460e-03	2.294490e-04	4	true
0.0301        	DICPCG	3.695590e-03	1.502590e-04	4	true
0.0302        	DICPCG	6.480690e-03	2.922510e-04	4	true
0.0303        	DICPCG	6.952690e-03	2.600510e-04	4	true
0.0304        	DICPCG	3.795840e-03	1.368730e-04	4	true
0.0305        	DICPCG	3.768590e-03	1.379190e-04	4	true
0.0306        	DICPCG	7.342200e-03	2.745180e-04	4	true
0.0307        	DICPCG	6.156240e-03	2.554440e-04	4	true
0.0308        	DICPCG	3.534180e-03	1.543310e-04	4	true
0.0309        	DICPCG	3.950120e-03	1.497460e-04	4	true
0.031         	DICPCG	3.991800e-03	1.411420e-04	4	true
0.0311        	DICPCG	4.009150e-03	1.397930e-04	4	true
0.0312        	DICPCG	4.498610e-03	1.463480e-04	4	true
0.0313        	DICPCG	6.839920e-03	2.707180e-04	4	true
0.0314        	DICPCG	6.648290e-03	2.318280e-04	4	true
0.0315        	DICPCG	4.026260e-03	1.981370e-04	3	true
0.0316        	DICPCG	4.549150e-03	2.265190e-04	3	true
0.0317        	DICPCG	3.985930e-03	1.348100e-04	4	true
0.0318        	DICPCG	3.532060e-03	1.207470e-04	4	true
0.0319        	DICPCG	3.952950e-03	1.454720e-04	4	true
0.032         	DICPCG	3.763830e-03	1.877000e-04	3	true
0.0321        	DICPCG	4.132300e-03	1.988750e-04	3	true
0.0322        	DICPCG	4.262770e-03	2.021010e-04	3	true
0.0323        	DICPCG	3.886980e-03	1.266060e-04	4	true
0.0324        	DICPCG	3.870630e-03	1.282340e-04	4	true
0.0325        	DICPCG	4.079580e-03	1.530380e-04	4	true
0.0326        	DICPCG	3.731090e-03	1.347140e-04	4	true
0.0327        	DICPCG	4.011250e-03	1.507430e-04	4	true
0.0328        	DICPCG	3.879430e-03	1.502010e-04	4	true
0.0329        	DICPCG	4.168710e-03	1.401770e-04	4	true
0.033         	DICPCG	3.705730e-03	1.465000e-04	4	true
0.0331        	DICPCG	3.615240e-03	1.462260e-04	4	true
0.0332        	DICPCG	3.939180e-03	1.446750e-04	4	true
0.0333        	DICPCG	3.841230e-03	1.503670e-04	5	true
0.0334        	DICPCG	3.856380e-03	1.549200e-04	5	true
0.0335        	DICPCG	5.233230e-03	2.287520e-04	3	true
0.0336        	DICPCG	3.991620e-03	1.977380e-04	3	true
0.0337        	DICPCG	5.664630e-03	2.214080e-04	3	true
0.0338        	DICPCG	4.866220e-03	1.654860e-04	4	true
0.0339        	DICPCG	3.820410e-03	1.580320e-04	4	true
0.034         	DICPCG	3.576870e-03	1.511740e-04	4	true
0.0341        	DICPCG	3.730180e-03	1.586210e-04	4	true
0.0342        	DICPCG	5.070710e-03	2.104110e-04	3	true
0.0343        	DICPCG	3.905100e-03	1.792550e-04	4	true
0.0344        	DICPCG	3.594220e-03	1.540610e-04	4	true
0.0345        	DICPCG	3.484220e-03	1.473550e-04	4	true
0.0346        	DICPCG	3.654590e-03	1.546660e-04	4	true
0.0347        	DICPCG	3.523200e-03	1.452340e-04	4	true
0.0348        	DICPCG	3.868710e-03	1.656330e-04	4	true
0.0349        	DICPCG	3.987170e-03	1.831620e-04	3	true
0.035         	DICPCG	4.439640e-03	1.712140e-04	3	true
0.0351        	DICPCG	3.920490e-03	1.649520e-04	3	true
0.0352        	DICPCG	3.672640e-03	1.603750e-04	3	true
0.0353        	DICPCG	4.085080e-03	1.443940e-04	4	true
0.0354        	DICPCG	5.705390e-03	2.022740e-04	3	true
0.0355        	DICPCG	4.669030e-03	2.309800e-04	5	true
0.0356        	DICPCG	4.459260e-03	1.700140e-04	3	true
0.0357        	DICPCG	4.074980e-03	1.732620e-04	4	true
0.0358        	DICPCG	3.900230e-03	1.336270e-04	5	true
0.0359        	DICPCG	3.557330e-03	1.724620e-04	3	true
0.036         	DICPCG	3.754010e-03	1.819290e-04	3	true
0.0361        	DICPCG	3.842770e-03	1.557910e-04	4	true
0.0362        	DICPCG	3.714890e-03	1.479470e-04	4	true
0.0363        	DICPCG	3.689950e-03	1.753010e-04	3	true
0.0364        	DICPCG	3.383670e-03	1.652100e-04	3	true
0.0365        	DICPCG	3.609370e-03	1.790000e-04	3	true
0.0366        	DICPCG	3.949930e-03	1.640300e-04	4	true
0.0367        	DICPCG	3.371860e-03	1.611300e-04	3	true
0.0368        	DICPCG	3.802370e-03	1.624470e-04	4	true
0.0369        	DICPCG	3.471290e-03	1.446940e-04	4	true
0.037         	DICPCG	3.215530e-03	1.416430e-04	4	true
0.0371        	DICPCG	3.307160e-03	1.526460e-04	4	true
0.0372        	DICPCG	3.361300e-03	1.490090e-04	4	true
0.0373        	DICPCG	3.466160e-03	1.525470e-04	4	true
0.0374        	DICPCG	3.536670e-03	1.462120e-04	4	true
0.0375        	DICPCG	3.041950e-03	1.408080e-04	4	true
0.0376        	DICPCG	3.963640e-03	1.817560e-04	3	true
0.0377        	DICPCG	4.938550e-03	1.814540e-04	4	true
0.0378        	DICPCG	4.026530e-03	1.886000e-04	4	true
0.0379        	DICPCG	3.382230e-03	1.421390e-04	4	true
0.038         	DICPCG	4.391480e-03	2.067660e-04	3	true
0.0381        	DICPCG	4.976630e-03	1.941330e-04	4	true
0.0382        	DICPCG	4.016210e-03	1.623030e-04	4	true
0.0383        	DICPCG	5.317610e-03	2.527800e-04	3	true
0.0384        	DICPCG	5.576530e-03	2.143670e-04	4	true
0.0385        	DICPCG	3.924920e-03	1.692040e-04	4	true
0.0386        	DICPCG	4.752570e-03	2.245980e-04	3	true
0.0387        	DICPCG	4.774760e-03	1.708450e-04	4	true
0.0388        	DICPCG	4.858850e-03	2.199440e-04	3	true
0.0389        	DICPCG	4.827710e-03	1.682550e-04	4	true
0.039         	DICPCG	6.234540e-03	2.860120e-04	3	true
0.0391        	DICPCG	5.830900e-03	2.125870e-04	4	true
0.0392        	DICPCG	4.768300e-03	2.182430e-04	3	true
0.0393        	DICPCG	5.138810e-03	1.729080e-04	4	true
0.0394        	DICPCG	5.191930e-03	2.279770e-04	3	true
0.0395        	DICPCG	5.461920e-03	1.674040e-04	4	true
0.0396        	DICPCG	5.550130e-03	2.417540e-04	3	true
0.0397        	DICPCG	7.017920e-03	3.285330e-04	3	true
0.0398        	DICPCG	8.194490e-03	3.443760e-04	3	true
0.0399        	DICPCG	8.029820e-03	2.757150e-04	3	true
0.04          	DICPCG	7.169630e-03	3.371430e-04	3	true
0.0401        	DICPCG	7.782470e-03	3.487640e-04	4	true
0.0402        	DICPCG	6.171060e-03	2.332960e-04	3	true
0.0403        	DICPCG	9.000220e-03	3.103150e-04	3	true
0.0404        	DICPCG	7.535740e-03	2.821980e-04	3	true
0.0405        	DICPCG	5.603790e-03	2.260110e-04	3	true
0.0406        	DICPCG	7.345420e-03	2.986450e-04	4	true
0.0407        	DICPCG	5.950480e-03	2.197940e-04	4	true
0.0408        	DICPCG	5.264410e-03	2.619330e-04	3	true
0.0409        	DICPCG	5.741550e-03	2.814950e-04	3	true
0.041         	DICPCG	9.522990e-03	4.128030e-04	3	true
0.0411        	DICPCG	7.118330e-03	3.443940e-04	3	true
0.0412        	DICPCG	5.707570e-03	2.467580e-04	3	true
0.0413        	DICPCG	4.905310e-03	2.328910e-04	3	true
0.0414        	DICPCG	5.109310e-03	2.217910e-04	4	true
0.0415        	DICPCG	4.569380e-03	1.628470e-04	4	true
0.0416        	DICPCG	4.383870e-03	1.763950e-04	4	true
0.0417        	DICPCG	4.905950e-03	2.185390e-04	4	true
0.0418        	DICPCG	7.674850e-03	2.531850e-04	4	true
0.0419        	DICPCG	5.729180e-03	2.557980e-04	4	true
0.042         	DICPCG	4.901990e-03	1.681740e-04	4	true
0.0421        	DICPCG	5.016180e-03	2.453820e-04	4	true
0.0422        	DICPCG	4.459170e-03	1.529680e-04	4	true
0.0423        	DICPCG	4.581110e-03	2.206530e-04	5	true
0.0424        	DICPCG	8.515260e-03	3.750550e-04	3	true
0.0425        	DICPCG	9.669120e-03	4.767430e-04	3	true
0.0426        	DICPCG	8.017550e-03	3.265670e-04	3	true
0.0427        	DICPCG	4.500520e-03	1.576870e-04	3	true
0.0428        	DICPCG	5.830880e-03	2.181080e-04	4	true
0.0429        	DICPCG	4.905250e-03	2.025590e-04	4	true
0.043         	DICPCG	4.150420e-03	1.862250e-04	3	true
0.0431        	DICPCG	4.150790e-03	1.820110e-04	3	true
0.0432        	DICPCG	4.116450e-03	2.023770e-04	3	true
0.0433        	DICPCG	4.440280e-03	1.889780e-04	3	true
0.0434        	DICPCG	3.995500e-03	1.725890e-04	3	true
0.0435        	DICPCG	3.832360e-03	1.792820e-04	3	true
0.0436        	DICPCG	3.968260e-03	1.901130e-04	3	true
