# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
0.0013        	smoothSolver	1.094270e-02	8.288310e-07	2	1.562740e-02	1.372180e-06	2	false	DICPCG	5.443660e-02	1.762410e-03	4	true
0.0014        	smoothSolver	1.000840e-02	8.137630e-07	2	1.488100e-02	1.369080e-06	2	false	DICPCG	4.875190e-02	2.378750e-03	3	true
0.0015        	smoothSolver	9.184370e-03	7.675840e-07	2	1.383340e-02	1.365820e-06	2	false	DICPCG	4.218170e-02	2.002110e-03	3	true
0.0016        	smoothSolver	8.429380e-03	7.228060e-07	2	1.298480e-02	1.348270e-06	2	false	DICPCG	4.270270e-02	1.875070e-03	3	true
0.0017        	smoothSolver	7.752160e-03	6.932100e-07	2	1.232710e-02	1.359170e-06	2	false	DICPCG	4.605800e-02	1.820080e-03	3	true
0.0018        	smoothSolver	7.328220e-03	6.510430e-07	2	1.173140e-02	1.314100e-06	2	false	DICPCG	3.707060e-02	1.619130e-03	3	true
0.0019        	smoothSolver	6.913590e-03	6.009110e-07	2	1.121900e-02	1.293410e-06	2	false	DICPCG	3.742930e-02	1.264640e-03	4	true
0.002         	smoothSolver	6.549330e-03	5.560300e-07	2	1.078270e-02	1.257060e-06	2	false	DICPCG	3.749460e-02	1.765850e-03	3	true
0.0021        	smoothSolver	6.232670e-03	5.008880e-07	2	1.030800e-02	1.091720e-06	2	false	DICPCG	3.615460e-02	1.597290e-03	3	true
0.0022        	smoothSolver	5.896210e-03	4.683460e-07	2	1.013220e-02	1.020330e-06	2	false	DICPCG	3.915410e-02	1.553230e-03	3	true
0.0023        	smoothSolver	5.590580e-03	4.324210e-07	2	9.724250e-03	9.390100e-07	2	false	DICPCG	3.435330e-02	1.233270e-03	4	true
0.0024        	smoothSolver	5.235920e-03	3.886310e-07	2	9.182260e-03	8.552100e-07	2	false	DICPCG	3.690540e-02	1.288010e-03	4	true
0.0025        	smoothSolver	4.870680e-03	3.299160e-07	2	8.983050e-03	8.928140e-07	2	false	DICPCG	2.983340e-02	1.030550e-03	3	true
0.0026        	smoothSolver	4.626390e-03	3.046690e-07	2	8.778240e-03	8.737420e-07	2	false	DICPCG	2.864720e-02	1.201420e-03	3	true
0.0027        	smoothSolver	4.410690e-03	2.760820e-07	2	8.458290e-03	8.545430e-07	2	false	DICPCG	2.671040e-02	1.277100e-03	3	true
0.0028        	smoothSolver	4.191110e-03	2.456950e-07	2	8.205850e-03	8.293450e-07	2	false	DICPCG	2.577070e-02	1.132860e-03	3	true
0.0029        	smoothSolver	4.014850e-03	2.408470e-07	2	8.260860e-03	8.363690e-07	2	false	DICPCG	3.347840e-02	1.468930e-03	3	true
0.003         	smoothSolver	3.863750e-03	2.486000e-07	2	7.918400e-03	8.338820e-07	2	false	DICPCG	2.407520e-02	8.329730e-04	3	true
0.0031        	smoothSolver	3.711120e-03	2.602600e-07	2	7.541140e-03	8.376190e-07	2	false	DICPCG	2.279840e-02	9.798200e-04	3	true
0.0032        	smoothSolver	3.553490e-03	2.477910e-07	2	7.392260e-03	7.979320e-07	2	false	DICPCG	2.654470e-02	1.149960e-03	4	true
0.0033        	smoothSolver	3.417780e-03	2.304880e-07	2	7.054210e-03	7.601640e-07	2	false	DICPCG	2.736970e-02	9.864050e-04	5	true
0.0034        	smoothSolver	3.280430e-03	2.101410e-07	2	6.957280e-03	6.953810e-07	2	false	DICPCG	2.382290e-02	9.352190e-04	4	true
0.0035        	smoothSolver	3.166780e-03	2.052340e-07	2	6.599390e-03	6.684750e-07	2	false	DICPCG	2.033270e-02	1.013520e-03	3	true
0.0036        	smoothSolver	3.038090e-03	1.973910e-07	2	6.489740e-03	6.321240e-07	2	false	DICPCG	2.429900e-02	1.137690e-03	3	true
0.0037        	smoothSolver	2.929020e-03	1.888790e-07	2	6.259380e-03	5.888560e-07	2	false	DICPCG	1.914620e-02	8.226720e-04	4	true
0.0038        	smoothSolver	2.823910e-03	9.904670e-06	1	6.064410e-03	5.572080e-07	2	false	DICPCG	1.551330e-02	7.693910e-04	4	true
0.0039        	smoothSolver	2.726500e-03	9.517530e-06	1	5.896640e-03	5.347390e-07	2	false	DICPCG	1.757190e-02	7.333240e-04	4	true
0.004         	smoothSolver	2.637420e-03	9.149520e-06	1	5.774180e-03	5.282510e-07	2	false	DICPCG	2.701310e-02	1.040820e-03	3	true
0.0041        	smoothSolver	2.555410e-03	8.827730e-06	1	5.707170e-03	5.132740e-07	2	false	DICPCG	2.127020e-02	1.006810e-03	3	true
0.0042        	smoothSolver	2.480570e-03	8.428220e-06	1	5.600020e-03	5.152830e-07	2	false	DICPCG	1.582160e-02	7.832560e-04	4	true
0.0043        	smoothSolver	2.407750e-03	8.132630e-06	1	5.480310e-03	5.066000e-07	2	false	DICPCG	1.534650e-02	7.089260e-04	4	true
0.0044        	smoothSolver	2.337520e-03	7.848100e-06	1	5.385100e-03	5.053030e-07	2	false	DICPCG	1.482890e-02	5.717100e-04	5	true
0.0045        	smoothSolver	2.277730e-03	7.585200e-06	1	5.309690e-03	5.024820e-07	2	false	DICPCG	1.400430e-02	4.782250e-04	5	true
0.0046        	smoothSolver	2.222940e-03	7.326580e-06	1	5.264860e-03	4.978480e-07	2	false	DICPCG	1.533400e-02	5.358210e-04	5	true
0.0047        	smoothSolver	2.171720e-03	7.073160e-06	1	5.334360e-03	5.017130e-07	2	false	DICPCG	1.933150e-02	7.776540e-04	3	true
0.0048        	smoothSolver	2.128960e-03	6.793930e-06	1	5.470280e-03	5.157550e-07	2	false	DICPCG	2.476730e-02	1.194350e-03	4	true
0.0049        	smoothSolver	2.087590e-03	6.737920e-06	1	5.336370e-03	5.221690e-07	2	false	DICPCG	1.599660e-02	5.648590e-04	5	true
0.005         	smoothSolver	2.037720e-03	6.592010e-06	1	5.244670e-03	5.297530e-07	2	false	DICPCG	1.406680e-02	4.567110e-04	5	true
0.0051        	smoothSolver	1.995050e-03	6.458770e-06	1	5.327860e-03	5.418010e-07	2	false	DICPCG	1.964710e-02	8.894970e-04	5	true
0.0052        	smoothSolver	1.961700e-03	6.469550e-06	1	5.231720e-03	5.414750e-07	2	false	DICPCG	1.469810e-02	7.013570e-04	4	true
0.0053        	smoothSolver	1.919520e-03	6.407530e-06	1	5.153300e-03	5.380080e-07	2	false	DICPCG	1.577770e-02	7.467090e-04	4	true
0.0054        	smoothSolver	1.878800e-03	6.298270e-06	1	5.108480e-03	5.351570e-07	2	false	DICPCG	1.664910e-02	7.323780e-04	3	true
0.0055        	smoothSolver	1.844490e-03	6.252550e-06	1	5.052740e-03	5.291090e-07	2	false	DICPCG	1.302920e-02	4.707520e-04	5	true
0.0056        	smoothSolver	1.806700e-03	6.077600e-06	1	5.023050e-03	5.210400e-07	2	false	DICPCG	1.359700e-02	4.911080e-04	5	true
0.0057        	smoothSolver	1.769860e-03	5.863630e-06	1	5.030580e-03	5.202260e-07	2	false	DICPCG	1.405090e-02	5.176720e-04	5	true
0.0058        	smoothSolver	1.740970e-03	5.623310e-06	1	5.040020e-03	5.148350e-07	2	false	DICPCG	3.150640e-02	1.137390e-03	3	true
0.0059        	smoothSolver	1.704400e-03	5.389620e-06	1	4.961140e-03	5.116750e-07	2	false	DICPCG	2.163860e-02	1.012720e-03	3	true
0.006         	smoothSolver	1.669430e-03	5.157900e-06	1	4.891900e-03	5.041320e-07	2	false	DICPCG	2.063190e-02	6.498890e-04	3	true
0.0061        	smoothSolver	1.634960e-03	4.964610e-06	1	4.788480e-03	4.974070e-07	2	false	DICPCG	1.845020e-02	7.095520e-04	4	true
0.0062        	smoothSolver	1.606560e-03	4.871590e-06	1	4.776670e-03	5.042730e-07	2	false	DICPCG	2.035510e-02	5.937950e-04	3	true
0.0063        	smoothSolver	1.582350e-03	4.734550e-06	1	4.752220e-03	6.400990e-07	2	false	DICPCG	1.714220e-02	6.572100e-04	4	true
0.0064        	smoothSolver	1.554270e-03	4.701480e-06	1	4.702210e-03	6.641430e-07	2	false	DICPCG	1.477360e-02	5.987890e-04	3	true
0.0065        	smoothSolver	1.527770e-03	4.753230e-06	1	4.666990e-03	6.321070e-07	2	false	DICPCG	1.543120e-02	5.441970e-04	5	true
0.0066        	smoothSolver	1.501660e-03	4.678070e-06	1	4.602540e-03	6.403720e-07	2	false	DICPCG	1.090250e-02	4.493120e-04	5	true
0.0067        	smoothSolver	1.476730e-03	4.647260e-06	1	4.541820e-03	6.353470e-07	2	false	DICPCG	1.074370e-02	3.960970e-04	5	true
0.0068        	smoothSolver	1.450390e-03	4.579670e-06	1	4.517950e-03	6.332890e-07	2	false	DICPCG	1.043100e-02	4.970360e-04	5	true
0.0069        	smoothSolver	1.427320e-03	4.534760e-06	1	4.532910e-03	6.665270e-07	2	false	DICPCG	1.453080e-02	5.929210e-04	4	true
0.007         	smoothSolver	1.399800e-03	4.324500e-06	1	4.465440e-03	6.522620e-07	2	false	DICPCG	9.713400e-03	4.169310e-04	5	true
0.0071        	smoothSolver	1.383720e-03	4.281740e-06	1	4.483050e-03	6.458490e-07	2	false	DICPCG	2.144800e-02	7.879430e-04	3	true
0.0072        	smoothSolver	1.358500e-03	4.325380e-06	1	4.410360e-03	6.400520e-07	2	false	DICPCG	1.456260e-02	7.036480e-04	3	true
0.0073        	smoothSolver	1.337800e-03	4.235650e-06	1	4.441480e-03	6.452370e-07	2	false	DICPCG	1.462290e-02	5.092260e-04	4	true
0.0074        	smoothSolver	1.318710e-03	4.158990e-06	1	4.356960e-03	6.405300e-07	2	false	DICPCG	2.056050e-02	8.143520e-04	4	true
0.0075        	smoothSolver	1.310480e-03	3.955360e-06	1	4.570410e-03	6.506660e-07	2	false	DICPCG	2.307150e-02	9.468680e-04	3	true
0.0076        	smoothSolver	1.300480e-03	4.061210e-06	1	4.506040e-03	6.466580e-07	2	false	DICPCG	1.491940e-02	6.111340e-04	5	true
0.0077        	smoothSolver	1.289150e-03	3.911570e-06	1	4.647970e-03	6.872860e-07	2	false	DICPCG	1.881660e-02	7.360370e-04	3	true
0.0078        	smoothSolver	1.270750e-03	3.838600e-06	1	4.548500e-03	6.878950e-07	2	false	DICPCG	1.683310e-02	5.997780e-04	3	true
0.0079        	smoothSolver	1.248890e-03	3.771540e-06	1	4.454810e-03	6.763200e-07	2	false	DICPCG	1.150640e-02	4.035140e-04	4	true
0.008         	smoothSolver	1.229420e-03	3.659740e-06	1	4.373320e-03	6.066250e-07	2	false	DICPCG	1.658330e-02	5.943290e-04	4	true
0.0081        	smoothSolver	1.209950e-03	3.506020e-06	1	4.379770e-03	6.077690e-07	2	false	DICPCG	1.961830e-02	9.288130e-04	3	true
0.0082        	smoothSolver	1.191980e-03	3.417130e-06	1	4.282190e-03	6.137360e-07	2	false	DICPCG	1.484710e-02	4.871990e-04	4	true
0.0083        	smoothSolver	1.175780e-03	3.315010e-06	1	4.257370e-03	6.193320e-07	2	false	DICPCG	1.275710e-02	4.252940e-04	4	true
0.0084        	smoothSolver	1.159660e-03	3.217490e-06	1	4.230400e-03	6.194090e-07	2	false	DICPCG	1.204010e-02	4.634270e-04	4	true
0.0085        	smoothSolver	1.143690e-03	3.155360e-06	1	4.171370e-03	6.187760e-07	2	false	DICPCG	1.311840e-02	5.786800e-04	3	true
0.0086        	smoothSolver	1.129570e-03	3.017000e-06	1	4.285240e-03	6.552530e-07	2	false	DICPCG	1.341060e-02	4.922690e-04	4	true
0.0087        	smoothSolver	1.111780e-03	2.933400e-06	1	4.210200e-03	6.675540e-07	2	false	DICPCG	1.011190e-02	4.659190e-04	3	true
0.0088        	smoothSolver	1.097380e-03	2.884470e-06	1	4.159060e-03	6.548200e-07	2	false	DICPCG	9.372010e-03	3.809360e-04	3	true
0.0089        	smoothSolver	1.087740e-03	2.843440e-06	1	4.142490e-03	6.466920e-07	2	false	DICPCG	1.033750e-02	4.718560e-04	3	true
0.009         	smoothSolver	1.079200e-03	2.829160e-06	1	4.142610e-03	6.382910e-07	2	false	DICPCG	9.703550e-03	3.432160e-04	4	true
0.0091        	smoothSolver	1.069740e-03	2.860100e-06	1	4.091370e-03	6.126840e-07	2	false	DICPCG	8.995890e-03	3.944810e-04	5	true
0.0092        	smoothSolver	1.059710e-03	2.847290e-06	1	4.074390e-03	5.301560e-07	2	false	DICPCG	1.399860e-02	5.750280e-04	6	true
0.0093        	smoothSolver	1.049620e-03	2.709800e-06	1	4.031450e-03	5.027310e-07	2	false	DICPCG	9.829660e-03	3.773070e-04	4	true
0.0094        	smoothSolver	1.037330e-03	2.643670e-06	1	4.037300e-03	4.892720e-07	2	false	DICPCG	1.484490e-02	7.305800e-04	2	true
0.0095        	smoothSolver	1.027440e-03	2.646820e-06	1	3.994720e-03	4.692780e-07	2	false	DICPCG	1.214890e-02	4.888500e-04	3	true
0.0096        	smoothSolver	1.013790e-03	2.615630e-06	1	3.960040e-03	4.544180e-07	2	false	DICPCG	1.030430e-02	4.686310e-04	3	true
0.0097        	smoothSolver	1.000320e-03	2.585610e-06	1	3.925070e-03	4.513080e-07	2	false	DICPCG	1.455890e-02	7.126930e-04	3	true
0.0098        	smoothSolver	9.859060e-04	2.519990e-06	1	3.882660e-03	4.550140e-07	2	false	DICPCG	1.088250e-02	5.295150e-04	3	true
0.0099        	smoothSolver	9.738270e-04	2.500900e-06	1	3.911260e-03	4.898090e-07	2	false	DICPCG	1.227100e-02	5.536030e-04	3	true
0.01          	smoothSolver	9.652420e-04	2.454270e-06	1	3.889680e-03	4.718480e-07	2	false	DICPCG	1.351560e-02	6.316430e-04	4	true
0.0101        	smoothSolver	9.563600e-04	2.467710e-06	1	3.859130e-03	4.569680e-07	2	false	DICPCG	1.149580e-02	5.244450e-04	3	true
0.0102        	smoothSolver	9.453820e-04	2.459490e-06	1	3.824950e-03	4.441650e-07	2	false	DICPCG	9.052780e-03	4.406470e-04	3	true
0.0103        	smoothSolver	9.356320e-04	2.445210e-06	1	3.848030e-03	4.358720e-07	2	false	DICPCG	1.540040e-02	7.133670e-04	3	true
0.0104        	smoothSolver	9.222640e-04	2.376060e-06	1	3.785910e-03	3.938570e-07	2	false	DICPCG	1.066630e-02	4.951450e-04	3	true
0.0105        	smoothSolver	9.127650e-04	2.366470e-06	1	3.748170e-03	3.701880e-07	2	false	DICPCG	9.955970e-03	4.835870e-04	3	true
0.0106        	smoothSolver	9.037210e-04	2.325740e-06	1	3.707040e-03	3.570090e-07	2	false	DICPCG	7.859440e-03	3.191060e-04	4	true
0.0107        	smoothSolver	8.954250e-04	2.299510e-06	1	3.697170e-03	3.491970e-07	2	false	DICPCG	1.265430e-02	5.996890e-04	4	true
0.0108        	smoothSolver	8.905170e-04	2.290400e-06	1	3.825990e-03	3.701150e-07	2	false	DICPCG	1.844340e-02	8.142470e-04	3	true
0.0109        	smoothSolver	8.881860e-04	2.338270e-06	1	3.753510e-03	3.677450e-07	2	false	DICPCG	9.700700e-03	4.645460e-04	3	true
0.011         	smoothSolver	8.795090e-04	2.302830e-06	1	3.881520e-03	3.688210e-07	2	false	DICPCG	1.695300e-02	6.336310e-04	6	true
0.0111        	smoothSolver	8.731670e-04	2.222720e-06	1	3.730340e-03	3.961810e-07	2	false	DICPCG	1.795650e-02	7.669410e-04	3	true
0.0112        	smoothSolver	8.576220e-04	2.106250e-06	1	3.681370e-03	4.297960e-07	2	false	DICPCG	9.557320e-03	4.713170e-04	3	true
0.0113        	smoothSolver	8.489570e-04	2.057950e-06	1	3.635810e-03	4.420720e-07	2	false	DICPCG	8.476800e-03	3.094650e-04	4	true
0.0114        	smoothSolver	8.412290e-04	2.036640e-06	1	3.598680e-03	4.474080e-07	2	false	DICPCG	7.893790e-03	3.259940e-04	4	true
0.0115        	smoothSolver	8.331840e-04	2.014560e-06	1	3.572100e-03	4.464630e-07	2	false	DICPCG	6.446950e-03	2.583710e-04	5	true
0.0116        	smoothSolver	8.251370e-04	1.992230e-06	1	3.545060e-03	4.395200e-07	2	false	DICPCG	6.614860e-03	2.899550e-04	5	true
0.0117        	smoothSolver	8.171450e-04	1.971780e-06	1	3.507510e-03	4.299870e-07	2	false	DICPCG	6.094520e-03	3.006010e-04	5	true
0.0118        	smoothSolver	8.094650e-04	1.957390e-06	1	3.469440e-03	4.357850e-07	2	false	DICPCG	6.247790e-03	2.602580e-04	5	true
0.0119        	smoothSolver	8.022070e-04	1.944890e-06	1	3.435280e-03	4.236820e-07	2	false	DICPCG	5.599560e-03	2.589800e-04	5	true
0.012         	smoothSolver	7.954910e-04	1.936670e-06	1	3.430080e-03	4.024090e-07	2	false	DICPCG	7.551330e-03	2.854490e-04	4	true
0.0121        	smoothSolver	7.900400e-04	1.952380e-06	1	3.387490e-03	3.924630e-07	2	false	DICPCG	5.897290e-03	2.319960e-04	5	true
0.0122        	smoothSolver	7.834930e-04	1.954990e-06	1	3.364430e-03	3.811860e-07	2	false	DICPCG	5.742650e-03	2.408180e-04	6	true
0.0123        	smoothSolver	7.771600e-04	1.948820e-06	1	3.340670e-03	3.666270e-07	2	false	DICPCG	5.967070e-03	2.898200e-04	7	true
0.0124        	smoothSolver	7.711460e-04	1.933720e-06	1	3.312110e-03	3.505610e-07	2	false	DICPCG	6.076400e-03	2.751150e-04	5	true
0.0125        	smoothSolver	7.654450e-04	1.929720e-06	1	3.291320e-03	3.425980e-07	2	false	DICPCG	5.537740e-03	2.480920e-04	6	true
0.0126        	smoothSolver	7.597910e-04	1.877710e-06	1	3.254550e-03	3.341620e-07	2	false	DICPCG	7.176340e-03	3.213490e-04	4	true
0.0127        	smoothSolver	7.536740e-04	1.864860e-06	1	3.247430e-03	3.300450e-07	2	false	DICPCG	5.483600e-03	2.552230e-04	5	true
0.0128        	smoothSolver	7.482060e-04	1.857540e-06	1	3.238610e-03	3.285370e-07	2	false	DICPCG	6.023870e-03	2.846490e-04	5	true
0.0129        	smoothSolver	7.425480e-04	1.848140e-06	1	3.221230e-03	3.280470e-07	2	false	DICPCG	5.454110e-03	2.180460e-04	5	true
0.013         	smoothSolver	7.367510e-04	1.838330e-06	1	3.201340e-03	3.251100e-07	2	false	DICPCG	5.510040e-03	2.301360e-04	5	true
0.0131        	smoothSolver	7.310030e-04	1.822980e-06	1	3.205810e-03	3.178620e-07	2	false	DICPCG	5.853260e-03	2.284000e-04	5	true
0.0132        	smoothSolver	7.259640e-04	1.813130e-06	1	3.179940e-03	3.192850e-07	2	false	DICPCG	5.385460e-03	2.099090e-04	5	true
0.0133        	smoothSolver	7.198680e-04	1.818620e-06	1	3.174190e-03	3.107960e-07	2	false	DICPCG	5.622960e-03	2.249880e-04	5	true
0.0134        	smoothSolver	7.136160e-04	1.772350e-06	1	3.156090e-03	3.036540e-07	2	false	DICPCG	4.839510e-03	2.144530e-04	6	true
0.0135        	smoothSolver	7.083250e-04	1.755650e-06	1	3.144670e-03	3.084830e-07	2	false	DICPCG	5.550790e-03	2.538420e-04	5	true
0.0136        	smoothSolver	7.031300e-04	1.734170e-06	1	3.153450e-03	3.045350e-07	2	false	DICPCG	6.127250e-03	3.053770e-04	4	true
0.0137        	smoothSolver	6.989710e-04	1.742190e-06	1	3.222690e-03	3.041230e-07	2	false	DICPCG	7.171880e-03	3.133900e-04	6	true
0.0138        	smoothSolver	6.951450e-04	1.706490e-06	1	3.199370e-03	3.277670e-07	2	false	DICPCG	6.406460e-03	2.464110e-04	5	true
0.0139        	smoothSolver	6.880880e-04	1.696890e-06	1	3.222760e-03	3.455350e-07	2	false	DICPCG	6.520620e-03	2.752980e-04	4	true
0.014         	smoothSolver	6.822550e-04	1.710800e-06	1	3.184570e-03	3.485630e-07	2	false	DICPCG	4.965870e-03	2.151610e-04	5	true
0.0141        	smoothSolver	6.770620e-04	1.686980e-06	1	3.165910e-03	3.576190e-07	2	false	DICPCG	5.779800e-03	2.592590e-04	4	true
0.0142        	smoothSolver	6.728140e-04	1.697660e-06	1	3.131480e-03	3.568130e-07	2	false	DICPCG	5.100450e-03	2.364340e-04	6	true
0.0143        	smoothSolver	6.684550e-04	1.671960e-06	1	3.098540e-03	3.563890e-07	2	false	DICPCG	4.863600e-03	2.106740e-04	5	true
0.0144        	smoothSolver	6.637230e-04	1.644040e-06	1	3.064870e-03	3.495830e-07	2	false	DICPCG	4.931790e-03	1.871970e-04	5	true
0.0145        	smoothSolver	6.589100e-04	1.618500e-06	1	3.038650e-03	3.453690e-07	2	false	DICPCG	5.444640e-03	1.933410e-04	5	true
0.0146        	smoothSolver	6.541600e-04	1.591020e-06	1	3.009070e-03	3.401880e-07	2	false	DICPCG	4.941260e-03	1.675640e-04	5	true
0.0147        	smoothSolver	6.491120e-04	1.565110e-06	1	2.978890e-03	3.432450e-07	2	false	DICPCG	5.260600e-03	2.226600e-04	7	true
0.0148        	smoothSolver	6.474230e-04	1.588840e-06	1	2.991530e-03	3.649810e-07	2	false	DICPCG	8.439360e-03	3.348200e-04	5	true
0.0149        	smoothSolver	6.429900e-04	1.555400e-06	1	2.962060e-03	3.693820e-07	2	false	DICPCG	5.350380e-03	2.444350e-04	4	true
0.015         	smoothSolver	6.382390e-04	1.522710e-06	1	2.934110e-03	3.625380e-07	2	false	DICPCG	5.524310e-03	2.433680e-04	5	true
0.0151        	smoothSolver	6.336940e-04	1.497060e-06	1	2.907750e-03	3.555470e-07	2	false	DICPCG	6.152550e-03	2.302880e-04	5	true
0.0152        	smoothSolver	6.293550e-04	1.506190e-06	1	2.917120e-03	3.245750e-07	2	false	DICPCG	8.534550e-03	3.200700e-04	4	true
0.0153        	smoothSolver	6.241530e-04	1.473330e-06	1	2.894280e-03	3.203550e-07	2	false	DICPCG	5.959150e-03	2.525200e-04	4	true
0.0154        	smoothSolver	6.195580e-04	1.440910e-06	1	2.923370e-03	3.428580e-07	2	false	DICPCG	7.691590e-03	2.837680e-04	4	true
0.0155        	smoothSolver	6.169230e-04	1.408110e-06	1	2.879450e-03	3.303830e-07	2	false	DICPCG	4.913640e-03	1.993040e-04	5	true
0.0156        	smoothSolver	6.116200e-04	1.376890e-06	1	2.844390e-03	3.247880e-07	2	false	DICPCG	5.347240e-03	2.610000e-04	6	true
0.0157        	smoothSolver	6.069440e-04	1.360900e-06	1	2.803890e-03	3.183050e-07	2	false	DICPCG	5.185200e-03	2.175360e-04	5	true
0.0158        	smoothSolver	6.035700e-04	1.352400e-06	1	2.794650e-03	3.149930e-07	2	false	DICPCG	5.182190e-03	2.097710e-04	4	true
0.0159        	smoothSolver	6.000960e-04	1.353170e-06	1	2.786190e-03	3.211970e-07	2	false	DICPCG	4.565680e-03	2.207240e-04	4	true
0.016         	smoothSolver	5.960490e-04	1.361430e-06	1	2.774010e-03	3.388770e-07	2	false	DICPCG	6.870230e-03	2.826670e-04	5	true
0.0161        	smoothSolver	5.915480e-04	1.308830e-06	1	2.750810e-03	3.480070e-07	2	false	DICPCG	4.369230e-03	1.897900e-04	6	true
0.0162        	smoothSolver	5.876110e-04	1.298360e-06	1	2.755450e-03	3.507890e-07	2	false	DICPCG	5.247350e-03	2.343050e-04	4	true
0.0163        	smoothSolver	5.838730e-04	1.290230e-06	1	2.761250e-03	3.474490e-07	2	false	DICPCG	6.750340e-03	2.533910e-04	4	true
0.0164        	smoothSolver	5.801890e-04	1.318100e-06	1	2.747670e-03	3.450070e-07	2	false	DICPCG	4.440590e-03	1.698050e-04	5	true
0.0165        	smoothSolver	5.766320e-04	1.300110e-06	1	2.776480e-03	3.435770e-07	2	false	DICPCG	6.918530e-03	3.024780e-04	4	true
0.0166        	smoothSolver	5.744340e-04	1.296430e-06	1	2.749050e-03	3.388490e-07	2	false	DICPCG	4.732360e-03	1.848920e-04	5	true
0.0167        	smoothSolver	5.702100e-04	1.263730e-06	1	2.729180e-03	3.335360e-07	2	false	DICPCG	4.911460e-03	1.801690e-04	5	true
0.0168        	smoothSolver	5.662910e-04	1.236360e-06	1	2.716530e-03	3.299540e-07	2	false	DICPCG	5.019940e-03	1.893640e-04	5	true
0.0169        	smoothSolver	5.625200e-04	1.212860e-06	1	2.695430e-03	3.258360e-07	2	false	DICPCG	4.636720e-03	1.823390e-04	5	true
0.017         	smoothSolver	5.586970e-04	1.202170e-06	1	2.688750e-03	3.580320e-07	2	false	DICPCG	5.457310e-03	2.099210e-04	4	true
0.0171        	smoothSolver	5.550560e-04	1.191670e-06	1	2.673410e-03	3.778780e-07	2	false	DICPCG	5.458550e-03	2.271660e-04	4	true
0.0172        	smoothSolver	5.515860e-04	1.191910e-06	1	2.649790e-03	3.801650e-07	2	false	DICPCG	5.032190e-03	2.409860e-04	4	true
0.0173        	smoothSolver	5.481510e-04	1.282380e-06	1	2.708630e-03	3.231710e-07	2	false	DICPCG	8.936080e-03	3.410800e-04	5	true
0.0174        	smoothSolver	5.459140e-04	1.300780e-06	1	2.673220e-03	3.285260e-07	2	false	DICPCG	5.977460e-03	2.573950e-04	5	true
0.0175        	smoothSolver	5.421770e-04	1.284710e-06	1	2.659900e-03	3.156560e-07	2	false	DICPCG	7.308290e-03	2.347620e-04	4	true
0.0176        	smoothSolver	5.396420e-04	1.277250e-06	1	2.633880e-03	3.098590e-07	2	false	DICPCG	6.331680e-03	2.462360e-04	4	true
0.0177        	smoothSolver	5.354830e-04	1.251110e-06	1	2.602300e-03	2.864110e-07	2	false	DICPCG	6.575410e-03	3.057330e-04	4	true
0.0178        	smoothSolver	5.348000e-04	1.235310e-06	1	2.591050e-03	2.714500e-07	2	false	DICPCG	1.560390e-02	5.098120e-04	4	true
0.0179        	smoothSolver	5.364480e-04	1.219610e-06	1	2.645940e-03	3.079120e-07	2	false	DICPCG	1.013060e-02	3.881290e-04	4	true
